,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,record_count,multiple_records
2009-03-10,P07049,KK Nagar,1719,96,2.0,1.0,4,partial,yes,1999-03-13,house,nosewa,paved,rm,2.6,2.9,2.1,2.49,339917,95602,10622400,2,1
2009-03-11,P07046,T Nagar,1704,137,1.0,1.0,4,normal sale,no,1999-03-14,commercial,allpub,paved,rm,4.1,4.2,3.6,3.9,564278,282139,20152800,3,1
2009-03-11,P07048,KK Nagar,2345,199,4.0,2.0,6,family,no,1999-03-14,others,nosewa,gravel,rm,4.2,3.4,3.3,3.6,534204,106841,13355100,3,1
2009-03-11,P07047,Anna Nagar,1628,63,1.0,1.0,4,adjland,no,1997-03-14,house,elo,no access,rh,2.8,3.2,4.5,3.58,331348,117575,10688640,3,1
2009-03-12,P07041,Adyar,793,166,1.0,1.0,2,normal sale,no,1979-03-20,commercial,allpub,gravel,rl,4.3,4.4,4.0,4.17,399040,136814,11401150,3,1
2009-03-12,P07044,KK Nagar,2292,152,4.0,2.0,6,adjland,no,1985-03-18,others,nosewr ,paved,rm,5.0,2.0,3.1,3.34,389902,116970,12996720,3,1
2009-03-12,P07042,Chrompet,992,195,1.0,1.0,3,normal sale,no,1988-03-17,house,nosewr ,gravel,rl,3.3,2.4,4.9,3.42,241118,34445,8611350,3,1
2009-03-13,P07038,Velachery,1793,13,2.0,1.0,4,adjland,no,1988-03-18,commercial,nosewa,no access,rm,3.7,3.9,2.1,3.31,518076,228563,15237520,3,1
2009-03-13,P07039,Adyar,1003,49,1.0,1.0,3,adjland,yes,1983-03-20,commercial,elo,gravel,c,2.9,4.6,3.5,3.54,493776,148133,12344390,3,1
2009-03-13,P07040,Anna Nagar,1986,199,2.0,1.0,5,family,no,1990-03-18,others,allpub,no access,rh,3.8,3.1,4.6,3.945,516583,211931,13245710,3,1
2009-03-14,P07034,Velachery,1881,169,3.0,2.0,5,family,no,1968-03-24,commercial,nosewa,paved,rh,2.6,2.9,3.3,2.95,565335,260924,14495770,1,0
2009-03-15,P07033,Chrompet,953,32,1.0,1.0,3,adjland,no,1991-03-20,house,nosewr ,gravel,rl,2.3,3.9,3.1,3.18,290436,52807,8801100,1,0
2009-03-16,P07103,Chrompet,987,90,1.0,1.0,3,family,yes,1998-02-28,commercial,elo,no access,rh,2.9,4.9,2.7,3.64,357773,80787,11541050,1,0
2009-03-17,P07029,Anna Nagar,1836,39,2.0,1.0,5,abnormal,no,1975-03-26,commercial,nosewa,paved,rh,4.8,2.0,4.4,3.94,656080,96482,19296480,1,0
2009-03-18,P07028,KK Nagar,1874,91,3.0,2.0,5,family,yes,1988-03-23,house,nosewa,paved,rl,4.9,3.1,2.5,3.4,498558,233368,10607620,2,1
2009-03-18,P07027,KK Nagar,2047,26,3.0,2.0,5,normal sale,yes,2002-03-20,commercial,nosewa,gravel,rh,4.3,3.7,2.8,3.52,823312,411656,17152340,2,1
2009-03-19,P07025,Adyar,1027,74,1.0,1.0,3,abnormal,no,1991-03-24,house,nosewr ,gravel,a,4.3,3.4,4.1,4.02,259018,40898,6816270,1,0
2009-03-20,P07023,Adyar,1010,121,1.0,1.0,3,partial,yes,1989-03-25,others,nosewa,no access,rm,3.6,3.7,3.6,3.62,304343,39270,9817500,3,1
2009-03-20,P07022,Velachery,1843,149,3.0,2.0,5,partial,no,1980-03-27,others,elo,gravel,i,3.2,4.4,4.6,4.16,366150,134897,9635530,3,1
2009-03-20,P07024,Anna Nagar,1688,93,1.0,1.0,4,adjland,yes,1978-03-28,commercial,allpub,paved,rh,4.8,3.0,4.2,4.11,667519,215962,19632920,3,1
2009-03-21,P07020,Adyar,1100,135,1.0,1.0,3,partial,yes,1976-03-29,others,allpub,no access,rm,4.9,2.7,3.4,3.71,369104,10253,10252895,1,0
2009-03-22,P07019,KK Nagar,1730,85,2.0,1.0,4,adjland,no,1998-03-25,commercial,allpub,paved,rl,4.3,4.1,4.5,4.32,717323,373606,14944220,1,0
2009-03-23,P07016,KK Nagar,1778,91,3.0,2.0,5,family,yes,2002-03-25,house,nosewa,gravel,rl,4.9,4.6,3.2,4.13,502989,279439,11177540,1,0
2009-03-24,P07012,Velachery,1786,37,2.0,1.0,4,abnormal,yes,1998-03-27,commercial,nosewa,gravel,rm,3.2,3.7,4.5,3.82,672394,224131,17240870,1,0
2009-03-25,P07011,KK Nagar,1300,97,1.0,1.0,3,adjland,yes,1994-03-29,commercial,nosewa,paved,rm,4.1,2.9,4.4,3.86,492095,259717,13669300,1,0
2009-03-26,P07009,Adyar,884,161,1.0,1.0,3,normal sale,yes,1986-04-01,others,nosewa,no access,rm,2.1,3.0,3.0,2.73,282790,113116,9426345,1,0
2009-03-27,P07007,KK Nagar,2330,144,4.0,2.0,6,partial,no,2003-03-29,commercial,nosewr ,paved,rm,4.0,2.8,5.0,4.04,700269,331706,18428120,2,1
2009-03-27,P07005,Velachery,1673,125,2.0,1.0,4,normal sale,yes,1969-04-06,others,allpub,gravel,rh,3.5,4.9,2.0,3.68,433898,141017,10847450,2,1
2009-03-28,P07002,Anna Nagar,1554,65,1.0,1.0,4,partial,yes,1974-04-06,commercial,elo,gravel,rm,5.0,3.8,2.2,3.58,631227,153025,19128100,6,1
2009-03-28,P06999,Chrompet,762,133,1.0,1.0,2,family,yes,1990-04-02,others,allpub,gravel,rl,2.5,2.1,2.4,2.31,252022,126011,9000790,6,1
2009-03-28,P07004,KK Nagar,2136,149,3.0,2.0,5,partial,yes,1995-04-01,others,nosewr ,paved,rm,2.3,3.8,4.8,3.75,401983,129672,12967200,6,1
2009-03-28,P07000,T Nagar,1735,116,1.0,1.0,4,adjland,yes,1979-04-05,commercial,nosewr ,gravel,rm,2.9,3.8,4.6,3.89,783738,283017,21770500,6,1
2009-03-28,P06997,Velachery,1924,121,3.0,2.0,5,normal sale,yes,1984-04-03,house,nosewr ,paved,rl,3.4,2.2,3.0,2.74,443836,233014,11095900,6,1
2009-03-28,P07003,KK Nagar,2011,193,3.0,2.0,5,adjland,yes,1981-04-04,others,allpub,gravel,rl,4.4,3.6,2.2,3.28,413279,129150,12914980,6,1
2009-03-29,P06993,Adyar,848,176,1.0,1.0,3,family,no,2002-03-31,others,elo,paved,rl,5.0,4.2,2.9,3.79,278702,16891,8445505,3,1
2009-03-29,P06996,KK Nagar,1743,98,2.0,1.0,4,normal sale,yes,2001-03-31,others,allpub,paved,rh,2.7,3.1,3.7,3.22,544131,108826,10882620,3,1
2009-03-29,P06994,Chrompet,1199,56,1.0,1.0,3,partial,no,1969-04-08,house,allpub,no access,rl,4.8,2.4,2.0,3.0,201739,85351,7759200,3,1
2009-03-30,P06989,T Nagar,1522,85,1.0,1.0,4,partial,no,1966-04-10,commercial,allpub,gravel,rl,4.2,3.6,3.5,3.735,506181,174545,17454510,4,1
2009-03-30,P06991,KK Nagar,1819,28,3.0,2.0,5,adjland,no,1986-04-05,house,allpub,gravel,rh,4.5,4.0,2.1,3.39,321077,140471,10033660,4,1
2009-03-30,P06992,KK Nagar,1868,26,3.0,2.0,5,abnormal,yes,1980-04-06,others,allpub,gravel,rl,2.4,4.6,2.1,2.94,505829,192697,12043540,4,1
2009-03-30,P06990,KK Nagar,1723,86,2.0,1.0,4,family,no,1986-04-05,house,allpub,paved,rl,2.3,2.5,2.0,2.24,283987,100769,9160860,4,1
2009-03-31,P06984,Chrompet,1294,31,2.0,1.0,4,adjland,no,2004-04-01,house,nosewr ,no access,rh,3.9,4.5,2.8,3.81,289811,87822,8782150,4,1
2009-03-31,P06986,T Nagar,1792,44,1.0,1.0,4,normal sale,yes,1991-04-05,others,nosewa,paved,rm,3.8,2.0,2.9,2.945,584753,104956,14993670,4,1
2009-03-31,P06985,Chrompet,1211,128,2.0,1.0,4,adjland,yes,1974-04-09,others,nosewr ,gravel,rh,4.1,3.8,2.1,3.38,266663,63999,10666520,4,1
2009-03-31,P06987,KK Nagar,2236,99,4.0,2.0,6,normal sale,yes,1984-04-06,others,nosewa,paved,rl,4.0,3.2,2.7,3.24,547580,216485,12734420,4,1
2009-04-01,P06979,Chrompet,1062,117,1.0,1.0,3,partial,yes,1979-04-09,others,elo,paved,rh,4.9,2.8,4.8,4.03,246944,97014,8819440,9,1
2009-04-01,P06976,Velachery,1922,89,3.0,2.0,5,normal sale,yes,1972-04-10,house,elo,gravel,rh,2.1,3.7,4.9,3.66,428454,117825,10711340,9,1
2009-04-01,P06981,KK Nagar,1634,200,2.0,1.0,4,abnormal,no,1992-04-05,house,nosewa,paved,rm,4.7,4.9,3.9,4.44,447881,184994,9736540,9,1
2009-04-01,P06982,KK Nagar,2330,1,4.0,2.0,6,normal sale,yes,1993-04-05,commercial,nosewa,gravel,rm,2.4,2.2,2.4,2.34,612818,158147,19768320,9,1
2009-04-01,P06977,Velachery,1800,88,2.0,1.0,4,partial,no,1981-04-08,commercial,elo,gravel,rm,2.8,4.9,4.7,4.32,550487,298836,15728210,9,1
2009-04-01,P06983,KK Nagar,2060,197,3.0,2.0,5,family,yes,1980-04-08,commercial,allpub,gravel,rm,2.5,3.7,2.5,2.86,883743,396783,18035580,9,1
2009-04-01,P06975,Velachery,1616,188,2.0,1.0,4,family,no,1995-04-05,house,nosewr ,paved,rm,4.4,3.7,2.6,3.55,313415,195885,9794230,9,1
2009-04-01,P06980,Anna Nagar,1981,173,2.0,1.0,5,adjland,no,2000-04-03,house,elo,no access,rl,2.0,3.1,3.2,2.755,373300,218831,12872430,9,1
2009-04-01,P06978,Adyar,953,63,1.0,1.0,3,partial,yes,1986-04-07,others,nosewa,paved,i,2.4,4.0,3.6,3.32,329346,16467,8233645,9,1
2009-04-02,P06973,T Nagar,1771,110,1.0,1.0,4,abnormal,yes,1993-04-06,commercial,elo,paved,rl,3.6,2.6,3.8,3.44,823645,370640,20591120,4,1
2009-04-02,P06972,Chrompet,811,39,1.0,1.0,3,adjland,no,1970-04-12,commercial,elo,paved,rm,4.1,2.8,2.5,3.1,326702,163351,10890050,4,1
2009-04-02,P06974,Anna Nagar,1978,193,2.0,1.0,5,normal sale,yes,1979-04-10,house,nosewa,paved,rl,2.9,4.6,2.6,3.205,401121,96822,13831750,4,1
2009-04-02,P06971,Adyar,1229,85,2.0,2.0,4,abnormal,yes,1990-04-07,others,nosewr ,gravel,rh,3.8,3.5,4.4,4.04,385083,56630,11325985,4,1
2009-04-03,P06966,T Nagar,1882,117,2.0,1.0,5,family,yes,1967-04-14,commercial,elo,no access,rh,4.2,3.4,3.7,3.775,731190,197619,19761890,3,1
2009-04-03,P06964,Velachery,1824,187,3.0,2.0,5,normal sale,no,1976-04-11,house,nosewr ,paved,i,3.9,2.3,4.1,3.5,273570,76942,8549060,3,1
2009-04-03,P06967,KK Nagar,2453,96,4.0,2.0,6,normal sale,yes,1989-04-08,others,allpub,paved,rl,3.0,4.7,2.9,3.47,675762,165493,13791060,3,1
2009-04-04,P06961,Adyar,1025,46,1.0,1.0,3,normal sale,yes,1982-04-11,commercial,allpub,paved,rh,2.3,4.3,3.2,3.15,513576,171192,13168605,2,1
2009-04-04,P06962,Adyar,927,29,1.0,1.0,3,abnormal,yes,1991-04-09,commercial,elo,gravel,a,4.8,2.8,3.1,3.55,326687,163344,10889570,2,1
2009-04-05,P07031,Velachery,1853,73,3.0,2.0,5,adjland,no,2000-03-17,others,nosewa,no access,rh,2.7,2.0,4.5,2.93,340605,140249,10017780,1,0
2009-04-06,P06959,KK Nagar,2278,54,4.0,2.0,6,adjland,yes,1992-04-10,house,nosewr ,paved,rl,2.2,2.7,4.8,3.39,526165,263083,12527740,1,0
2009-04-07,P06957,KK Nagar,1673,47,2.0,1.0,4,adjland,yes,1992-04-11,commercial,nosewa,gravel,rm,2.0,4.4,3.6,3.36,797727,341883,16280140,1,0
2009-04-08,P06954,Adyar,1285,96,2.0,2.0,4,adjland,no,1982-04-15,commercial,elo,no access,a,3.6,3.5,4.3,3.93,406484,119554,11955405,1,0
2009-04-09,P06953,Chrompet,1282,137,2.0,1.0,4,partial,no,2001-04-11,commercial,nosewa,gravel,rm,2.1,4.4,4.9,3.86,471051,106366,15195200,2,1
2009-04-09,P06952,Chrompet,1128,141,1.0,1.0,3,family,yes,2000-04-11,others,nosewr ,gravel,rl,3.6,3.7,3.6,3.64,359624,163466,10897710,2,1
2009-04-10,P06950,Velachery,1837,75,3.0,2.0,5,normal sale,no,1991-04-15,others,nosewr ,paved,rm,2.6,3.5,3.0,3.13,388000,148353,11411760,2,1
2009-04-10,P06951,Adyar,1030,135,1.0,1.0,3,abnormal,yes,1993-04-14,commercial,nosewr ,gravel,c,2.6,3.9,4.6,3.86,478475,37774,12591440,2,1
2009-04-11,P07015,Anna Nagar,1587,190,1.0,1.0,4,normal sale,no,1974-04-02,others,nosewr ,no access,rl,4.2,3.8,3.4,3.78,428079,127267,11569710,1,0
2009-04-12,P06948,Anna Nagar,1977,88,2.0,1.0,5,family,yes,2004-04-13,commercial,allpub,paved,rh,4.2,2.4,3.6,3.51,883120,132468,22078000,4,1
2009-04-12,P06946,Chrompet,1057,173,1.0,1.0,3,family,yes,1976-04-20,house,nosewr ,gravel,rm,3.0,4.4,4.1,3.89,264861,152804,10186950,4,1
2009-04-12,P06947,T Nagar,1682,119,1.0,1.0,4,adjland,yes,1970-04-22,commercial,allpub,paved,rl,4.5,3.3,4.4,4.155,787045,242168,20180630,4,1
2009-04-12,P06945,Adyar,648,140,1.0,1.0,2,family,no,1985-04-18,commercial,nosewa,no access,rh,3.4,2.1,3.4,3.14,257413,80442,8044160,4,1
2009-04-13,P06943,Adyar,1287,18,2.0,2.0,4,family,yes,1995-04-17,commercial,allpub,paved,c,2.1,3.2,2.6,2.57,564652,28233,14116310,2,1
2009-04-13,P06944,KK Nagar,1629,113,2.0,1.0,4,family,no,1981-04-20,commercial,allpub,paved,rm,4.3,4.9,4.3,4.48,510947,127737,14192960,2,1
2009-04-14,P06935,Velachery,1609,12,2.0,1.0,4,partial,no,1991-04-19,house,elo,paved,rl,3.8,3.3,2.8,3.28,288935,183868,8755610,6,1
2009-04-14,P06937,Chrompet,796,72,1.0,1.0,2,abnormal,no,1974-04-23,house,elo,no access,rh,4.4,4.5,3.5,4.17,175586,28320,5664050,6,1
2009-04-14,P06939,Anna Nagar,1812,193,2.0,1.0,5,normal sale,no,1983-04-21,house,nosewr ,paved,rl,3.1,3.6,4.4,3.745,458499,111527,12391870,6,1
2009-04-14,P06938,T Nagar,1838,139,2.0,1.0,5,family,no,1995-04-18,commercial,nosewr ,paved,rl,2.2,2.7,3.6,2.955,809661,242898,20241530,6,1
2009-04-14,P06936,Adyar,1019,87,1.0,1.0,3,abnormal,yes,1988-04-19,house,nosewa,paved,rh,2.6,3.5,4.9,3.93,322694,125492,8963715,6,1
2009-04-14,P06940,KK Nagar,2052,47,3.0,2.0,5,partial,no,1985-04-20,others,nosewr ,paved,rh,4.1,4.7,4.3,4.36,414317,227874,10357920,6,1
2009-04-15,P06933,Chrompet,1173,27,1.0,1.0,3,normal sale,yes,1977-04-23,house,nosewa,no access,rh,3.1,2.1,3.2,2.73,262285,24589,8196400,4,1
2009-04-15,P06934,Anna Nagar,1996,132,2.0,1.0,5,normal sale,no,1976-04-23,commercial,elo,no access,rl,4.0,3.3,3.5,3.625,577327,288663,20618810,4,1
2009-04-15,P06932,Velachery,1820,77,3.0,2.0,5,partial,yes,1977-04-23,house,nosewr ,paved,rm,4.8,3.4,3.8,3.87,364661,221007,11050340,4,1
2009-04-15,P06931,Velachery,1889,78,3.0,2.0,5,normal sale,yes,1989-04-20,house,nosewr ,paved,a,3.9,4.0,4.6,4.16,277185,187770,8941450,4,1
2009-04-16,P06930,KK Nagar,1409,85,2.0,1.0,4,normal sale,no,1986-04-22,house,nosewr ,paved,rl,4.8,4.0,4.7,4.52,282007,111094,8545660,3,1
2009-04-16,P06929,Anna Nagar,1530,40,1.0,1.0,4,abnormal,no,1993-04-20,commercial,elo,gravel,rh,2.3,4.7,4.9,3.94,608885,295744,17396720,3,1
2009-04-16,P06928,Anna Nagar,1952,14,2.0,1.0,5,adjland,yes,1994-04-20,commercial,nosewr ,paved,rl,3.8,2.4,2.4,2.89,792155,135798,22633000,3,1
2009-04-17,P06925,KK Nagar,1571,1,2.0,1.0,4,adjland,yes,1998-04-20,others,nosewa,paved,rm,2.7,4.4,4.7,4.01,465954,139786,11648840,4,1
2009-04-17,P06924,KK Nagar,1942,4,3.0,2.0,5,abnormal,yes,2001-04-19,commercial,allpub,paved,rh,3.9,5.0,3.7,4.15,538506,130547,16318360,4,1
2009-04-17,P06926,KK Nagar,2271,46,4.0,2.0,6,adjland,no,1995-04-21,commercial,nosewa,paved,rm,3.9,4.2,3.1,3.67,571543,442485,18436880,4,1
2009-04-17,P06922,Chrompet,730,142,1.0,1.0,2,adjland,yes,1969-04-27,commercial,nosewr ,gravel,rh,3.5,4.7,4.0,4.13,310480,107062,10706200,4,1
2009-04-18,P06920,Chrompet,910,158,1.0,1.0,3,normal sale,no,1996-04-21,house,allpub,paved,rm,2.2,4.3,4.5,3.73,226454,148066,8709750,1,0
2009-04-19,P06916,Chrompet,1156,187,1.0,1.0,3,family,yes,1993-04-23,commercial,nosewr ,gravel,rl,3.0,4.1,2.1,3.17,481114,87475,14579200,4,1
2009-04-19,P06915,Velachery,1907,86,3.0,2.0,5,normal sale,no,1987-04-25,commercial,elo,paved,c,2.4,4.0,4.3,3.69,420760,210380,14025340,4,1
2009-04-19,P06917,Chrompet,844,51,1.0,1.0,3,abnormal,yes,2002-04-21,house,nosewr ,gravel,rl,4.5,4.2,2.8,3.87,232986,93195,9319450,4,1
2009-04-19,P06919,KK Nagar,1381,127,2.0,1.0,4,partial,no,2002-04-21,commercial,nosewr ,gravel,rm,3.3,3.5,3.3,3.36,625417,119761,13306740,4,1
2009-04-20,P06914,T Nagar,1538,161,1.0,1.0,4,family,yes,2004-04-21,commercial,nosewr ,gravel,rl,4.1,3.5,3.8,3.815,678193,368162,19376950,3,1
2009-04-20,P06912,Adyar,994,185,1.0,1.0,3,partial,yes,1982-04-27,others,nosewr ,no access,c,4.8,2.3,2.8,3.3,266604,14411,7205505,3,1
2009-04-20,P06913,Chrompet,1288,78,2.0,1.0,4,family,no,1981-04-27,house,nosewa,no access,rm,2.5,3.1,2.9,2.86,232310,151895,8935000,3,1
2009-04-21,P06911,KK Nagar,1460,118,2.0,1.0,4,family,no,1993-04-25,house,allpub,paved,rm,2.8,2.5,2.9,2.75,322466,128986,9213320,3,1
2009-04-21,P06908,Adyar,985,159,1.0,1.0,3,partial,yes,2002-04-23,house,nosewa,paved,c,3.6,2.7,2.1,2.67,265662,44277,7379505,3,1
2009-04-21,P06910,Chrompet,810,24,1.0,1.0,3,partial,no,1980-04-28,commercial,elo,paved,rh,3.2,4.0,4.9,4.03,271230,56117,9352750,3,1
2009-04-22,P06907,KK Nagar,1721,61,2.0,1.0,4,adjland,no,1987-04-28,house,allpub,paved,rh,3.2,4.4,4.2,3.96,424361,193730,9225240,2,1
2009-04-22,P06904,Adyar,714,115,1.0,1.0,2,family,yes,1986-04-28,commercial,elo,gravel,a,2.8,4.9,2.2,2.92,351194,105358,8779845,2,1
2009-04-23,P06902,Chrompet,1083,54,1.0,1.0,3,adjland,no,1970-05-03,commercial,nosewr ,paved,rm,2.6,3.8,2.5,3.05,328231,52517,13129250,3,1
2009-04-23,P06903,KK Nagar,2276,30,4.0,2.0,6,family,no,1994-04-27,commercial,nosewr ,paved,rl,3.0,2.9,3.5,3.17,731930,139415,17426900,3,1
2009-04-23,P06901,Chrompet,873,161,1.0,1.0,3,abnormal,no,2003-04-25,house,elo,no access,rm,4.7,3.9,2.3,3.66,232947,116474,7764900,3,1
2009-04-24,P06899,Chrompet,937,145,1.0,1.0,3,family,yes,1984-04-30,house,allpub,paved,rh,4.2,4.6,2.0,3.7,214395,123689,8245950,2,1
2009-04-24,P06900,Anna Nagar,1823,11,2.0,1.0,5,partial,yes,1985-04-30,house,elo,gravel,rl,2.5,5.0,3.3,3.445,388891,227971,13410030,2,1
2009-04-25,P06898,KK Nagar,1566,113,2.0,1.0,4,normal sale,yes,2004-04-26,others,allpub,paved,rh,3.2,2.5,3.6,3.15,331604,238340,10362620,2,1
2009-04-25,P06896,Adyar,922,59,1.0,1.0,3,partial,yes,1978-05-03,commercial,nosewa,no access,c,2.7,3.7,4.9,4.0,385810,19785,9892565,2,1
2009-04-26,P06895,KK Nagar,2392,51,4.0,2.0,6,partial,yes,1987-05-02,house,nosewr ,gravel,rm,4.5,3.0,4.7,4.13,571171,106264,13283040,2,1
2009-04-26,P06894,Velachery,1638,31,2.0,1.0,4,family,yes,1969-05-06,house,nosewa,gravel,rm,3.3,4.9,4.6,4.41,412068,206034,10843900,2,1
2009-04-27,P06892,Adyar,706,61,1.0,1.0,2,normal sale,no,1999-04-30,others,allpub,no access,a,2.7,3.2,2.1,2.5,193150,19315,4828750,3,1
2009-04-27,P06893,T Nagar,1930,13,2.0,1.0,5,normal sale,no,1964-05-08,house,elo,no access,rl,2.1,2.1,3.4,2.685,351818,58636,11727250,3,1
2009-04-27,P06891,Velachery,1769,137,2.0,1.0,4,abnormal,yes,1985-05-03,others,allpub,gravel,a,3.8,2.7,2.0,2.77,385067,192534,9626680,3,1
2009-04-28,P06888,Anna Nagar,1986,109,2.0,1.0,5,partial,no,1964-05-09,commercial,nosewa,gravel,rl,2.5,2.7,2.7,2.63,525215,315129,21008600,3,1
2009-04-28,P06886,Chrompet,1034,85,1.0,1.0,3,normal sale,no,1995-05-02,house,allpub,paved,rm,2.2,4.9,2.4,3.34,282835,45619,9123700,3,1
2009-04-28,P06889,KK Nagar,1582,108,2.0,1.0,4,family,yes,1998-05-01,house,nosewa,paved,rl,3.7,3.0,3.4,3.37,365072,177603,9866820,3,1
2009-04-29,P06883,KK Nagar,2276,175,4.0,2.0,6,adjland,no,1997-05-02,others,allpub,gravel,rl,3.9,4.5,2.9,3.68,528878,198329,13221960,2,1
2009-04-29,P06884,KK Nagar,1934,165,3.0,2.0,5,abnormal,yes,1996-05-02,others,nosewa,paved,rh,3.1,4.0,3.5,3.53,349486,191654,11273740,2,1
2009-04-30,P06877,Chrompet,1127,38,1.0,1.0,3,abnormal,no,1977-05-08,house,nosewr ,gravel,rl,2.2,3.2,3.2,2.9,265248,61891,8841600,6,1
2009-04-30,P06878,T Nagar,1872,16,2.0,1.0,5,family,no,1991-05-05,others,elo,gravel,rm,3.3,3.5,4.7,3.98,385396,88938,14822920,6,1
2009-04-30,P06879,KK Nagar,2016,99,3.0,2.0,5,abnormal,yes,1989-05-05,others,allpub,gravel,rm,4.9,2.5,4.1,3.86,415026,200819,13387920,6,1
2009-04-30,P06876,Chrompet,922,80,1.0,1.0,3,adjland,yes,1987-05-06,commercial,nosewr ,paved,rm,4.0,4.6,2.5,3.79,332248,53160,13289900,6,1
2009-04-30,P06880,KK Nagar,1877,47,3.0,2.0,5,normal sale,yes,1986-05-06,commercial,allpub,paved,rh,3.6,2.7,4.8,3.81,579629,281982,15665660,6,1
2009-04-30,P06881,KK Nagar,1686,57,2.0,1.0,4,abnormal,no,1985-05-06,others,nosewa,paved,rm,3.2,2.7,3.9,3.33,382817,196582,10346400,6,1
2009-05-01,P06874,Anna Nagar,1959,68,2.0,1.0,5,adjland,yes,1991-05-06,house,nosewr ,gravel,rh,4.1,2.0,3.8,3.455,415982,114754,14344210,3,1
2009-05-01,P06873,Adyar,1242,196,2.0,2.0,4,family,yes,1970-05-11,house,nosewa,gravel,i,3.6,4.6,3.8,3.9,356382,65649,9378485,3,1
2009-05-01,P06875,KK Nagar,1578,99,2.0,1.0,4,partial,yes,1988-05-06,others,allpub,paved,rl,2.7,4.4,3.8,3.65,396438,229517,10432580,3,1
2009-05-02,P06871,Anna Nagar,1918,187,2.0,1.0,5,partial,yes,1974-05-11,commercial,allpub,gravel,rl,3.2,2.5,2.3,2.665,809377,218751,21875050,2,1
2009-05-02,P06870,Adyar,1241,98,2.0,2.0,4,adjland,no,2002-05-04,house,elo,no access,rm,2.6,2.4,4.4,3.46,342394,100704,10070405,2,1
2009-05-03,P06865,Adyar,797,99,1.0,1.0,2,adjland,yes,1981-05-10,house,nosewa,no access,rl,3.4,2.9,2.3,2.75,250068,40334,8066720,3,1
2009-05-03,P06866,Adyar,907,6,1.0,1.0,3,partial,yes,1975-05-12,house,nosewr ,gravel,a,4.0,3.1,2.7,3.17,206045,26586,6646610,3,1
2009-05-03,P06867,Chrompet,1013,63,1.0,1.0,3,abnormal,yes,1992-05-07,house,allpub,gravel,rm,4.3,2.1,3.1,3.06,333797,93880,10431150,3,1
2009-05-04,P06862,Adyar,1035,166,1.0,1.0,3,abnormal,no,2004-05-05,house,nosewr ,paved,rl,3.9,4.0,4.3,4.12,299699,99900,9081775,3,1
2009-05-04,P06861,Adyar,712,118,1.0,1.0,2,family,yes,1998-05-07,commercial,nosewr ,paved,rh,3.6,4.6,3.3,3.65,403057,137888,10606765,3,1
2009-05-04,P06864,KK Nagar,1422,9,2.0,1.0,4,normal sale,no,1986-05-10,commercial,nosewr ,paved,rl,4.9,2.4,2.4,3.15,534346,236107,12426660,3,1
2009-05-05,P06856,T Nagar,1703,120,1.0,1.0,4,partial,yes,1982-05-12,others,allpub,paved,rl,4.1,3.8,4.8,4.34,509321,96358,13765430,6,1
2009-05-05,P06854,Chrompet,1129,86,1.0,1.0,3,adjland,yes,1979-05-13,commercial,nosewr ,paved,rm,2.8,2.1,3.6,2.76,482265,58456,14614100,6,1
2009-05-05,P06857,Anna Nagar,1889,160,2.0,1.0,5,partial,yes,1964-05-16,house,elo,gravel,rm,3.5,2.4,2.4,2.785,387549,83046,13841050,6,1
2009-05-05,P06858,Anna Nagar,1835,124,2.0,1.0,5,abnormal,no,1987-05-11,others,allpub,paved,rm,4.5,2.0,4.0,3.675,461752,230876,14429740,6,1
2009-05-05,P06855,Chrompet,1174,22,1.0,1.0,3,normal sale,no,1984-05-11,commercial,nosewa,gravel,rh,3.9,3.4,3.7,3.64,376424,64901,12980150,6,1
2009-05-05,P06859,KK Nagar,1479,19,2.0,1.0,4,family,no,1987-05-11,commercial,nosewa,gravel,rl,3.8,3.0,3.7,3.52,416827,156310,13025840,6,1
2009-05-06,P06851,KK Nagar,2010,114,3.0,2.0,5,partial,no,1999-05-09,others,nosewr ,gravel,rh,3.4,4.5,3.4,3.73,327762,262210,10925400,2,1
2009-05-06,P06850,Chrompet,1244,153,2.0,1.0,4,normal sale,yes,2004-05-07,house,allpub,gravel,rl,3.7,5.0,2.2,3.77,366760,66684,11113950,2,1
2009-05-07,P06847,KK Nagar,1499,130,2.0,1.0,4,normal sale,yes,1987-05-13,others,nosewr ,paved,rh,3.3,4.3,4.3,4.0,430726,215363,9789220,4,1
2009-05-07,P06845,Chrompet,1206,62,2.0,1.0,4,normal sale,no,1996-05-10,house,nosewa,paved,rm,4.3,3.2,3.8,3.71,300593,48483,9696550,4,1
2009-05-07,P06846,Anna Nagar,1576,188,1.0,1.0,4,normal sale,no,1993-05-11,others,allpub,gravel,rh,4.6,4.6,4.5,4.56,452160,188400,12560000,4,1
2009-05-07,P06844,Velachery,1942,91,3.0,2.0,5,adjland,no,1984-05-13,house,allpub,no access,i,4.3,3.0,4.6,3.81,267152,133576,8905050,4,1
2009-05-08,P06842,Chrompet,942,94,1.0,1.0,3,abnormal,no,2004-05-09,house,elo,no access,rm,3.4,4.1,2.4,3.38,216468,48104,8017350,3,1
